date,diario_existe,paginas,documentos
17/03/2009,sim,64,64
18/03/2009,sim,68,68
19/03/2009,sim,80,80
20/03/2009,sim,40,40
21/03/2009,sim,32,32
22/03/2009,nao,0,0
23/03/2009,nao,0,0
24/03/2009,sim,72,72
25/03/2009,sim,64,64
26/03/2009,sim,80,80
27/03/2009,sim,40,40
28/03/2009,sim,36,36
29/03/2009,nao,0,0
30/03/2009,nao,0,0
31/03/2009,sim,56,56
01/04/2009,sim,72,72
02/04/2009,sim,80,80
03/04/2009,sim,36,36
04/04/2009,sim,36,36
05/04/2009,nao,0,0
06/04/2009,nao,0,0
07/04/2009,sim,64,64
08/04/2009,sim,76,76
09/04/2009,sim,28,28
10/04/2009,sim,16,16
11/04/2009,nao,0,0
12/04/2009,nao,0,0
13/04/2009,nao,0,0
14/04/2009,sim,64,64
15/04/2009,sim,80,80
16/04/2009,sim,68,68
17/04/2009,sim,32,32
18/04/2009,sim,72,72
19/04/2009,nao,0,0
20/04/2009,nao,0,0
21/04/2009,nao,0,0
22/04/2009,nao,0,0
23/04/2009,sim,80,80
24/04/2009,sim,32,32
25/04/2009,sim,40,40
26/04/2009,nao,0,0
27/04/2009,nao,0,0
28/04/2009,sim,60,60
29/04/2009,sim,72,72
30/04/2009,sim,72,72
01/05/2009,sim,56,56
02/05/2009,nao,0,0
03/05/2009,nao,0,0
04/05/2009,nao,0,0
05/05/2009,sim,52,52
06/05/2009,sim,68,68
07/05/2009,sim,84,84
08/05/2009,sim,28,28
09/05/2009,sim,100,100
10/05/2009,nao,0,0
11/05/2009,nao,0,0
12/05/2009,sim,52,52
13/05/2009,sim,64,64
14/05/2009,sim,72,72
15/05/2009,sim,64,64
16/05/2009,sim,40,40
17/05/2009,nao,0,0
18/05/2009,nao,0,0
19/05/2009,sim,64,64
20/05/2009,sim,72,72
21/05/2009,sim,64,64
22/05/2009,sim,32,32
23/05/2009,sim,40,40
24/05/2009,nao,0,0
25/05/2009,nao,0,0
26/05/2009,sim,76,76
27/05/2009,sim,64,64
28/05/2009,sim,76,76
29/05/2009,sim,88,88
30/05/2009,sim,84,84
31/05/2009,nao,0,0
01/06/2009,nao,0,0
02/06/2009,sim,112,112
03/06/2009,sim,60,60
04/06/2009,sim,68,68
05/06/2009,sim,44,44
06/06/2009,sim,44,44
07/06/2009,nao,0,0
08/06/2009,nao,0,0
09/06/2009,sim,44,44
10/06/2009,sim,76,76
11/06/2009,sim,48,48
12/06/2009,nao,0,0
13/06/2009,nao,0,0
14/06/2009,nao,0,0
15/06/2009,nao,0,0
16/06/2009,sim,44,44
17/06/2009,sim,48,48
18/06/2009,sim,56,56
19/06/2009,sim,48,48
20/06/2009,sim,32,32
21/06/2009,nao,0,0
22/06/2009,nao,0,0
23/06/2009,sim,56,56
24/06/2009,sim,64,64
25/06/2009,sim,76,76
26/06/2009,sim,56,56
27/06/2009,sim,48,48
28/06/2009,nao,0,0
29/06/2009,nao,0,0
30/06/2009,sim,32,32
01/07/2009,sim,32,32
02/07/2009,sim,48,48
03/07/2009,sim,24,24
04/07/2009,sim,28,28
05/07/2009,nao,0,0
06/07/2009,nao,0,0
07/07/2009,sim,20,20
08/07/2009,sim,32,32
09/07/2009,sim,32,32
10/07/2009,nao,0,0
11/07/2009,nao,0,0
12/07/2009,nao,0,0
13/07/2009,nao,0,0
14/07/2009,sim,20,20
15/07/2009,sim,36,36
16/07/2009,sim,28,28
17/07/2009,sim,28,28
18/07/2009,sim,12,12
19/07/2009,nao,0,0
20/07/2009,nao,0,0
21/07/2009,sim,20,20
22/07/2009,sim,20,20
23/07/2009,sim,24,24
24/07/2009,sim,16,16
25/07/2009,sim,12,12
26/07/2009,nao,0,0
27/07/2009,nao,0,0
28/07/2009,sim,16,16
29/07/2009,sim,24,24
30/07/2009,sim,24,24
31/07/2009,sim,20,20
01/08/2009,sim,20,20
02/08/2009,nao,0,0
03/08/2009,nao,0,0
04/08/2009,sim,48,48
05/08/2009,sim,48,48
06/08/2009,sim,48,48
07/08/2009,sim,32,32
08/08/2009,sim,32,32
09/08/2009,nao,0,0
10/08/2009,nao,0,0
11/08/2009,sim,44,44
12/08/2009,sim,40,40
13/08/2009,sim,60,60
14/08/2009,sim,32,32
15/08/2009,sim,32,32
16/08/2009,nao,0,0
17/08/2009,nao,0,0
18/08/2009,sim,44,44
19/08/2009,sim,60,60
20/08/2009,sim,52,52
21/08/2009,sim,32,32
22/08/2009,sim,40,40
23/08/2009,nao,0,0
24/08/2009,nao,0,0
25/08/2009,sim,48,48
26/08/2009,sim,56,56
27/08/2009,sim,52,52
28/08/2009,sim,40,40
29/08/2009,sim,28,28
30/08/2009,nao,0,0
31/08/2009,nao,0,0
01/09/2009,sim,96,96
02/09/2009,sim,104,104
03/09/2009,sim,56,56
04/09/2009,sim,32,32
05/09/2009,sim,32,32
06/09/2009,nao,0,0
07/09/2009,nao,0,0
08/09/2009,nao,0,0
09/09/2009,sim,60,60
10/09/2009,sim,64,64
11/09/2009,sim,32,32
12/09/2009,sim,28,28
13/09/2009,nao,0,0
14/09/2009,nao,0,0
15/09/2009,sim,36,36
16/09/2009,sim,56,56
17/09/2009,sim,60,60
18/09/2009,sim,36,36
19/09/2009,sim,28,28
20/09/2009,nao,0,0
21/09/2009,nao,0,0
22/09/2009,sim,48,48
23/09/2009,sim,52,52
24/09/2009,sim,60,60
25/09/2009,sim,44,44
26/09/2009,sim,32,32
27/09/2009,nao,0,0
28/09/2009,nao,0,0
29/09/2009,sim,40,40
30/09/2009,sim,64,64
01/10/2009,sim,48,48
02/10/2009,sim,48,48
03/10/2009,sim,44,44
04/10/2009,nao,0,0
05/10/2009,nao,0,0
06/10/2009,sim,44,44
07/10/2009,sim,56,56
08/10/2009,sim,44,44
09/10/2009,sim,40,40
10/10/2009,sim,44,44
11/10/2009,nao,0,0
12/10/2009,nao,0,0
13/10/2009,nao,0,0
14/10/2009,sim,40,40
15/10/2009,sim,52,52
16/10/2009,sim,44,44
17/10/2009,sim,40,40
18/10/2009,nao,0,0
19/10/2009,nao,0,0
20/10/2009,sim,48,48
21/10/2009,sim,52,52
22/10/2009,sim,56,56
23/10/2009,sim,32,32
24/10/2009,sim,44,44
25/10/2009,nao,0,0
26/10/2009,nao,0,0
27/10/2009,sim,80,80
28/10/2009,sim,52,52
29/10/2009,sim,44,44
30/10/2009,sim,84,84
31/10/2009,sim,56,56
01/11/2009,nao,0,0
02/11/2009,nao,0,0
03/11/2009,nao,0,0
04/11/2009,sim,72,72
05/11/2009,sim,52,52
06/11/2009,sim,76,76
07/11/2009,sim,88,88
08/11/2009,nao,0,0
09/11/2009,nao,0,0
10/11/2009,sim,40,40
11/11/2009,sim,52,52
12/11/2009,sim,132,132
13/11/2009,sim,124,124
14/11/2009,sim,76,76
15/11/2009,nao,0,0
16/11/2009,nao,0,0
17/11/2009,sim,264,264
18/11/2009,sim,56,56
19/11/2009,sim,56,56
20/11/2009,sim,36,36
21/11/2009,nao,0,0
22/11/2009,nao,0,0
23/11/2009,nao,0,0
24/11/2009,sim,48,48
25/11/2009,sim,52,52
26/11/2009,sim,56,56
27/11/2009,sim,44,44
28/11/2009,sim,40,40
29/11/2009,nao,0,0
30/11/2009,nao,0,0
01/12/2009,sim,44,44
02/12/2009,sim,60,60
03/12/2009,sim,56,56
04/12/2009,sim,44,44
05/12/2009,sim,32,32
06/12/2009,nao,0,0
07/12/2009,nao,0,0
08/12/2009,sim,60,60
09/12/2009,sim,44,44
10/12/2009,sim,56,56
11/12/2009,sim,48,48
12/12/2009,sim,28,28
13/12/2009,nao,0,0
14/12/2009,nao,0,0
15/12/2009,sim,48,48
16/12/2009,sim,88,88
17/12/2009,sim,56,56
18/12/2009,sim,56,56
19/12/2009,sim,36,36
20/12/2009,nao,0,0
21/12/2009,nao,0,0
22/12/2009,sim,32,32
23/12/2009,sim,48,48
24/12/2009,sim,28,28
25/12/2009,sim,16,16
26/12/2009,nao,0,0
27/12/2009,nao,0,0
28/12/2009,nao,0,0
29/12/2009,sim,4,4
30/12/2009,sim,4,4
31/12/2009,sim,4,4
01/01/2010,sim,8,8
02/01/2010,nao,0,0
03/01/2010,nao,0,0
04/01/2010,nao,0,0
05/01/2010,sim,20,20
06/01/2010,sim,16,16
07/01/2010,sim,20,20
08/01/2010,sim,12,12
09/01/2010,sim,20,20
10/01/2010,nao,0,0
11/01/2010,nao,0,0
12/01/2010,sim,12,12
13/01/2010,sim,40,40
14/01/2010,sim,20,20
15/01/2010,sim,12,12
16/01/2010,sim,12,12
17/01/2010,nao,0,0
18/01/2010,nao,0,0
19/01/2010,sim,16,16
20/01/2010,sim,20,20
21/01/2010,sim,20,20
22/01/2010,sim,12,12
23/01/2010,sim,16,16
24/01/2010,nao,0,0
25/01/2010,nao,0,0
26/01/2010,nao,0,0
27/01/2010,sim,16,16
28/01/2010,sim,20,20
29/01/2010,sim,16,16
30/01/2010,sim,16,16
31/01/2010,nao,0,0
01/02/2010,nao,0,0
02/02/2010,sim,40,40
03/02/2010,sim,48,48
04/02/2010,sim,44,44
05/02/2010,sim,28,28
06/02/2010,sim,24,24
07/02/2010,nao,0,0
08/02/2010,nao,0,0
09/02/2010,sim,24,24
10/02/2010,sim,36,36
11/02/2010,sim,16,16
12/02/2010,sim,24,24
13/02/2010,sim,40,40
14/02/2010,nao,0,0
15/02/2010,nao,0,0
16/02/2010,nao,0,0
17/02/2010,nao,0,0
18/02/2010,sim,20,20
19/02/2010,sim,24,24
20/02/2010,sim,28,28
21/02/2010,nao,0,0
22/02/2010,nao,0,0
23/02/2010,sim,32,32
24/02/2010,sim,60,60
25/02/2010,sim,48,48
26/02/2010,sim,36,36
27/02/2010,sim,24,24
28/02/2010,nao,0,0
01/03/2010,nao,0,0
02/03/2010,sim,44,44
03/03/2010,sim,44,44
04/03/2010,sim,56,56
05/03/2010,sim,48,48
06/03/2010,sim,44,44
07/03/2010,nao,0,0
08/03/2010,nao,0,0
09/03/2010,sim,32,32
10/03/2010,sim,48,48
11/03/2010,sim,60,60
12/03/2010,sim,28,28
13/03/2010,sim,24,24
14/03/2010,nao,0,0
15/03/2010,nao,0,0
16/03/2010,sim,36,36
17/03/2010,sim,40,40
18/03/2010,sim,52,52
19/03/2010,sim,40,40
20/03/2010,sim,44,44
21/03/2010,nao,0,0
22/03/2010,nao,0,0
23/03/2010,sim,60,60
24/03/2010,sim,56,56
25/03/2010,sim,48,48
26/03/2010,sim,36,36
27/03/2010,sim,32,32
28/03/2010,nao,0,0
29/03/2010,nao,0,0
30/03/2010,sim,40,40
31/03/2010,sim,64,64
01/04/2010,sim,28,28
02/04/2010,sim,8,8
03/04/2010,nao,0,0
04/04/2010,nao,0,0
05/04/2010,nao,0,0
06/04/2010,sim,68,68
07/04/2010,sim,56,56
08/04/2010,sim,44,44
09/04/2010,sim,20,20
10/04/2010,sim,28,28
11/04/2010,nao,0,0
12/04/2010,nao,0,0
13/04/2010,sim,32,32
14/04/2010,sim,52,52
15/04/2010,sim,48,48
16/04/2010,sim,28,28
17/04/2010,sim,20,20
18/04/2010,nao,0,0
19/04/2010,nao,0,0
20/04/2010,sim,40,40
21/04/2010,sim,88,88
22/04/2010,nao,0,0
23/04/2010,sim,28,28
24/04/2010,sim,32,32
25/04/2010,nao,0,0
26/04/2010,nao,0,0
27/04/2010,sim,32,32
28/04/2010,sim,56,56
29/04/2010,sim,72,72
30/04/2010,sim,32,32
01/05/2010,sim,48,48
02/05/2010,nao,0,0
03/05/2010,nao,0,0
04/05/2010,sim,44,44
05/05/2010,sim,52,52
06/05/2010,sim,52,52
07/05/2010,sim,24,24
08/05/2010,sim,24,24
09/05/2010,nao,0,0
10/05/2010,nao,0,0
11/05/2010,sim,40,40
12/05/2010,sim,80,80
13/05/2010,sim,48,48
14/05/2010,sim,28,28
15/05/2010,sim,28,28
16/05/2010,nao,0,0
17/05/2010,nao,0,0
18/05/2010,sim,28,28
19/05/2010,sim,44,44
20/05/2010,sim,48,48
21/05/2010,sim,60,60
22/05/2010,sim,32,32
23/05/2010,nao,0,0
24/05/2010,nao,0,0
25/05/2010,sim,44,44
26/05/2010,sim,60,60
27/05/2010,sim,60,60
28/05/2010,sim,48,48
29/05/2010,sim,32,32
30/05/2010,nao,0,0
31/05/2010,nao,0,0
01/06/2010,sim,32,32
02/06/2010,sim,56,56
03/06/2010,sim,28,28
04/06/2010,nao,0,0
05/06/2010,sim,8,8
06/06/2010,nao,0,0
07/06/2010,nao,0,0
08/06/2010,sim,40,40
09/06/2010,sim,64,64
10/06/2010,sim,44,44
11/06/2010,sim,28,28
12/06/2010,sim,36,36
13/06/2010,nao,0,0
14/06/2010,nao,0,0
15/06/2010,sim,44,44
16/06/2010,sim,24,24
17/06/2010,sim,76,76
18/06/2010,sim,32,32
19/06/2010,sim,20,20
20/06/2010,nao,0,0
21/06/2010,nao,0,0
22/06/2010,sim,44,44
23/06/2010,sim,68,68
24/06/2010,sim,52,52
25/06/2010,sim,40,40
26/06/2010,sim,16,16
27/06/2010,nao,0,0
28/06/2010,nao,0,0
29/06/2010,sim,28,28
30/06/2010,sim,52,52
01/07/2010,sim,72,72
02/07/2010,sim,48,48
03/07/2010,sim,24,24
04/07/2010,nao,0,0
05/07/2010,nao,0,0
06/07/2010,sim,24,24
07/07/2010,sim,32,32
08/07/2010,sim,16,16
09/07/2010,sim,24,24
10/07/2010,nao,0,0
11/07/2010,nao,0,0
12/07/2010,nao,0,0
13/07/2010,sim,16,16
14/07/2010,sim,24,24
15/07/2010,sim,32,32
16/07/2010,sim,16,16
17/07/2010,sim,16,16
18/07/2010,nao,0,0
19/07/2010,nao,0,0
20/07/2010,sim,16,16
21/07/2010,sim,24,24
22/07/2010,sim,32,32
23/07/2010,sim,16,16
24/07/2010,sim,8,8
25/07/2010,nao,0,0
26/07/2010,nao,0,0
27/07/2010,sim,16,16
28/07/2010,sim,32,32
29/07/2010,sim,24,24
30/07/2010,sim,16,16
31/07/2010,sim,16,16
01/08/2010,nao,0,0
02/08/2010,nao,0,0
03/08/2010,sim,56,56
04/08/2010,sim,56,56
05/08/2010,sim,56,56
06/08/2010,sim,32,32
07/08/2010,sim,24,24
08/08/2010,nao,0,0
09/08/2010,nao,0,0
10/08/2010,sim,32,32
11/08/2010,sim,32,32
12/08/2010,sim,32,32
13/08/2010,sim,16,16
14/08/2010,sim,16,16
15/08/2010,nao,0,0
16/08/2010,nao,0,0
17/08/2010,sim,24,24
18/08/2010,sim,48,48
19/08/2010,sim,40,40
20/08/2010,sim,24,24
21/08/2010,sim,24,24
22/08/2010,nao,0,0
23/08/2010,nao,0,0
24/08/2010,sim,24,24
25/08/2010,sim,48,48
26/08/2010,sim,40,40
27/08/2010,sim,24,24
28/08/2010,sim,24,24
29/08/2010,nao,0,0
30/08/2010,nao,0,0
31/08/2010,sim,24,24
01/09/2010,sim,56,56
02/09/2010,sim,48,48
03/09/2010,sim,40,40
04/09/2010,sim,32,32
05/09/2010,nao,0,0
06/09/2010,nao,0,0
07/09/2010,sim,4,4
08/09/2010,nao,0,0
09/09/2010,sim,48,48
10/09/2010,sim,24,24
11/09/2010,sim,40,40
12/09/2010,nao,0,0
13/09/2010,nao,0,0
14/09/2010,sim,24,24
15/09/2010,sim,40,40
16/09/2010,sim,56,56
17/09/2010,sim,24,24
18/09/2010,sim,24,24
19/09/2010,nao,0,0
20/09/2010,nao,0,0
21/09/2010,sim,24,24
22/09/2010,sim,40,40
23/09/2010,sim,40,40
24/09/2010,sim,24,24
25/09/2010,sim,24,24
26/09/2010,nao,0,0
27/09/2010,nao,0,0
28/09/2010,sim,24,24
29/09/2010,sim,32,32
30/09/2010,sim,48,48
01/10/2010,sim,24,24
02/10/2010,sim,32,32
03/10/2010,nao,0,0
04/10/2010,nao,0,0
05/10/2010,sim,48,48
06/10/2010,sim,40,40
07/10/2010,sim,40,40
08/10/2010,sim,24,24
09/10/2010,sim,32,32
10/10/2010,nao,0,0
11/10/2010,nao,0,0
12/10/2010,nao,0,0
13/10/2010,nao,0,0
14/10/2010,sim,40,40
15/10/2010,sim,24,24
16/10/2010,sim,24,24
17/10/2010,nao,0,0
18/10/2010,nao,0,0
19/10/2010,sim,32,32
20/10/2010,sim,40,40
21/10/2010,sim,40,40
22/10/2010,sim,24,24
23/10/2010,sim,24,24
24/10/2010,nao,0,0
25/10/2010,nao,0,0
26/10/2010,sim,40,40
27/10/2010,sim,40,40
28/10/2010,sim,40,40
29/10/2010,sim,40,40
30/10/2010,sim,48,48
31/10/2010,nao,0,0
01/11/2010,nao,0,0
02/11/2010,sim,8,8
03/11/2010,nao,0,0
04/11/2010,sim,56,56
05/11/2010,sim,32,32
06/11/2010,sim,32,32
07/11/2010,nao,0,0
08/11/2010,nao,0,0
09/11/2010,sim,120,120
10/11/2010,sim,88,88
11/11/2010,sim,96,96
12/11/2010,sim,176,176
13/11/2010,sim,160,160
14/11/2010,nao,0,0
15/11/2010,nao,0,0
16/11/2010,nao,0,0
17/11/2010,sim,96,96
18/11/2010,sim,48,48
19/11/2010,sim,32,32
20/11/2010,sim,24,24
21/11/2010,nao,0,0
22/11/2010,nao,0,0
23/11/2010,sim,32,32
24/11/2010,sim,48,48
25/11/2010,sim,48,48
26/11/2010,sim,24,24
27/11/2010,sim,24,24
28/11/2010,nao,0,0
29/11/2010,nao,0,0
30/11/2010,sim,40,40
01/12/2010,sim,64,64
02/12/2010,sim,64,64
03/12/2010,sim,24,24
04/12/2010,sim,32,32
05/12/2010,nao,0,0
06/12/2010,nao,0,0
07/12/2010,sim,40,40
08/12/2010,sim,64,64
09/12/2010,sim,48,48
10/12/2010,sim,24,24
11/12/2010,sim,32,32
12/12/2010,nao,0,0
13/12/2010,nao,0,0
14/12/2010,sim,40,40
15/12/2010,sim,48,48
16/12/2010,sim,80,80
17/12/2010,sim,40,40
18/12/2010,sim,64,64
19/12/2010,nao,0,0
20/12/2010,nao,0,0
21/12/2010,sim,32,32
22/12/2010,sim,48,48
23/12/2010,sim,24,24
24/12/2010,sim,16,16
25/12/2010,nao,0,0
26/12/2010,nao,0,0
27/12/2010,nao,0,0
28/12/2010,sim,4,4
29/12/2010,nao,0,0
30/12/2010,nao,0,0
31/12/2010,nao,0,0
01/01/2011,nao,0,0
02/01/2011,nao,0,0
03/01/2011,nao,0,0
04/01/2011,sim,8,8
05/01/2011,sim,8,8
06/01/2011,sim,24,24
07/01/2011,sim,8,8
08/01/2011,sim,8,8
09/01/2011,nao,0,0
10/01/2011,nao,0,0
11/01/2011,sim,40,40
12/01/2011,sim,16,16
13/01/2011,sim,16,16
14/01/2011,sim,16,16
15/01/2011,sim,16,16
16/01/2011,nao,0,0
17/01/2011,nao,0,0
18/01/2011,sim,16,16
19/01/2011,sim,24,24
20/01/2011,nao,0,0
21/01/2011,sim,16,16
22/01/2011,sim,24,24
23/01/2011,nao,0,0
24/01/2011,nao,0,0
25/01/2011,nao,0,0
26/01/2011,nao,0,0
27/01/2011,sim,24,24
28/01/2011,sim,24,24
29/01/2011,sim,24,24
30/01/2011,nao,0,0
31/01/2011,nao,0,0
01/02/2011,sim,32,32
02/02/2011,sim,56,56
03/02/2011,sim,56,56
04/02/2011,sim,32,32
05/02/2011,sim,32,32
06/02/2011,nao,0,0
07/02/2011,nao,0,0
08/02/2011,sim,32,32
09/02/2011,sim,40,40
10/02/2011,sim,64,64
11/02/2011,sim,32,32
12/02/2011,sim,24,24
13/02/2011,nao,0,0
14/02/2011,nao,0,0
15/02/2011,sim,24,24
16/02/2011,sim,48,48
17/02/2011,sim,48,48
18/02/2011,sim,24,24
19/02/2011,sim,24,24
20/02/2011,nao,0,0
21/02/2011,nao,0,0
22/02/2011,sim,32,32
23/02/2011,sim,56,56
24/02/2011,sim,48,48
25/02/2011,sim,32,32
26/02/2011,sim,24,24
27/02/2011,nao,0,0
28/02/2011,nao,0,0
01/03/2011,sim,40,40
02/03/2011,sim,72,72
03/03/2011,sim,48,48
04/03/2011,sim,32,32
05/03/2011,sim,32,32
06/03/2011,nao,0,0
07/03/2011,nao,0,0
08/03/2011,nao,0,0
09/03/2011,nao,0,0
10/03/2011,sim,16,16
11/03/2011,sim,16,16
12/03/2011,sim,16,16
13/03/2011,nao,0,0
14/03/2011,nao,0,0
15/03/2011,sim,32,32
16/03/2011,sim,48,48
17/03/2011,sim,64,64
18/03/2011,sim,40,40
19/03/2011,sim,32,32
20/03/2011,nao,0,0
21/03/2011,nao,0,0
22/03/2011,sim,40,40
23/03/2011,sim,40,40
24/03/2011,sim,48,48
25/03/2011,sim,32,32
26/03/2011,sim,32,32
27/03/2011,nao,0,0
28/03/2011,nao,0,0
29/03/2011,sim,48,48
30/03/2011,sim,36,36
31/03/2011,sim,40,40
01/04/2011,sim,28,28
02/04/2011,sim,68,68
03/04/2011,nao,0,0
04/04/2011,nao,0,0
05/04/2011,sim,44,44
06/04/2011,sim,56,56
07/04/2011,sim,60,60
08/04/2011,sim,28,28
09/04/2011,sim,36,36
10/04/2011,nao,0,0
11/04/2011,nao,0,0
12/04/2011,sim,32,32
13/04/2011,sim,56,56
14/04/2011,sim,40,40
15/04/2011,sim,24,24
16/04/2011,sim,56,56
17/04/2011,nao,0,0
18/04/2011,nao,0,0
19/04/2011,sim,36,36
20/04/2011,sim,44,44
21/04/2011,sim,36,36
22/04/2011,nao,0,0
23/04/2011,nao,0,0
24/04/2011,nao,0,0
25/04/2011,nao,0,0
26/04/2011,sim,32,32
27/04/2011,sim,40,40
28/04/2011,sim,68,68
29/04/2011,sim,40,40
30/04/2011,sim,36,36
01/05/2011,nao,0,0
02/05/2011,nao,0,0
03/05/2011,sim,44,44
04/05/2011,sim,48,48
05/05/2011,sim,56,56
06/05/2011,sim,36,36
07/05/2011,sim,28,28
08/05/2011,nao,0,0
09/05/2011,nao,0,0
10/05/2011,sim,32,32
11/05/2011,sim,44,44
12/05/2011,sim,72,72
13/05/2011,sim,36,36
14/05/2011,sim,28,28
15/05/2011,nao,0,0
16/05/2011,nao,0,0
17/05/2011,sim,44,44
18/05/2011,sim,44,44
19/05/2011,sim,56,56
20/05/2011,sim,36,36
21/05/2011,sim,36,36
22/05/2011,nao,0,0
23/05/2011,nao,0,0
24/05/2011,sim,32,32
25/05/2011,sim,56,56
26/05/2011,sim,48,48
27/05/2011,sim,72,72
28/05/2011,sim,48,48
29/05/2011,nao,0,0
30/05/2011,nao,0,0
31/05/2011,sim,40,40
01/06/2011,sim,48,48
02/06/2011,sim,60,60
03/06/2011,sim,44,44
04/06/2011,sim,32,32
05/06/2011,nao,0,0
06/06/2011,nao,0,0
07/06/2011,sim,60,60
08/06/2011,sim,40,40
09/06/2011,sim,64,64
10/06/2011,sim,48,48
11/06/2011,sim,36,36
12/06/2011,nao,0,0
13/06/2011,nao,0,0
14/06/2011,sim,52,52
15/06/2011,sim,56,56
16/06/2011,sim,48,48
17/06/2011,sim,40,40
18/06/2011,sim,64,64
19/06/2011,nao,0,0
20/06/2011,nao,0,0
21/06/2011,sim,52,52
22/06/2011,sim,68,68
23/06/2011,sim,44,44
24/06/2011,nao,0,0
25/06/2011,nao,0,0
26/06/2011,nao,0,0
27/06/2011,nao,0,0
28/06/2011,sim,44,44
29/06/2011,sim,56,56
30/06/2011,sim,76,76
01/07/2011,sim,52,52
02/07/2011,sim,52,52
03/07/2011,nao,0,0
04/07/2011,nao,0,0
05/07/2011,sim,40,40
06/07/2011,sim,48,48
07/07/2011,sim,40,40
08/07/2011,sim,20,20
09/07/2011,sim,24,24
10/07/2011,nao,0,0
11/07/2011,nao,0,0
12/07/2011,sim,20,20
13/07/2011,sim,36,36
14/07/2011,sim,20,20
15/07/2011,sim,24,24
16/07/2011,sim,24,24
17/07/2011,nao,0,0
18/07/2011,nao,0,0
19/07/2011,sim,16,16
20/07/2011,sim,28,28
21/07/2011,sim,32,32
22/07/2011,sim,24,24
23/07/2011,sim,20,20
24/07/2011,nao,0,0
25/07/2011,nao,0,0
26/07/2011,sim,24,24
27/07/2011,sim,20,20
28/07/2011,sim,32,32
29/07/2011,sim,24,24
30/07/2011,sim,20,20
31/07/2011,nao,0,0
01/08/2011,nao,0,0
02/08/2011,sim,48,48
03/08/2011,sim,48,48
04/08/2011,sim,44,44
05/08/2011,sim,36,36
06/08/2011,sim,36,36
07/08/2011,nao,0,0
08/08/2011,nao,0,0
09/08/2011,sim,32,32
10/08/2011,sim,40,40
11/08/2011,sim,60,60
12/08/2011,sim,52,52
13/08/2011,sim,32,32
14/08/2011,nao,0,0
15/08/2011,nao,0,0
16/08/2011,sim,40,40
17/08/2011,sim,156,156
18/08/2011,sim,64,64
19/08/2011,sim,48,48
20/08/2011,sim,68,68
21/08/2011,nao,0,0
22/08/2011,nao,0,0
23/08/2011,sim,44,44
24/08/2011,sim,64,64
25/08/2011,sim,64,64
26/08/2011,sim,40,40
27/08/2011,sim,36,36
28/08/2011,nao,0,0
29/08/2011,nao,0,0
30/08/2011,sim,40,40
31/08/2011,sim,56,56
01/09/2011,sim,60,60
02/09/2011,sim,84,84
03/09/2011,sim,28,28
04/09/2011,nao,0,0
05/09/2011,nao,0,0
06/09/2011,sim,48,48
07/09/2011,sim,44,44
08/09/2011,nao,0,0
09/09/2011,sim,36,36
10/09/2011,sim,36,36
11/09/2011,nao,0,0
12/09/2011,nao,0,0
13/09/2011,sim,36,36
14/09/2011,sim,52,52
15/09/2011,sim,56,56
16/09/2011,sim,48,48
17/09/2011,sim,68,68
18/09/2011,nao,0,0
19/09/2011,nao,0,0
20/09/2011,sim,44,44
21/09/2011,sim,60,60
22/09/2011,sim,52,52
23/09/2011,sim,44,44
24/09/2011,sim,28,28
25/09/2011,nao,0,0
26/09/2011,nao,0,0
27/09/2011,sim,32,32
28/09/2011,sim,56,56
29/09/2011,sim,56,56
30/09/2011,sim,36,36
01/10/2011,sim,36,36
02/10/2011,nao,0,0
03/10/2011,nao,0,0
04/10/2011,sim,68,68
05/10/2011,sim,48,48
06/10/2011,sim,64,64
07/10/2011,sim,24,24
08/10/2011,sim,36,36
09/10/2011,nao,0,0
10/10/2011,nao,0,0
11/10/2011,sim,44,44
12/10/2011,sim,68,68
13/10/2011,nao,0,0
14/10/2011,sim,40,40
15/10/2011,sim,28,28
16/10/2011,nao,0,0
17/10/2011,nao,0,0
18/10/2011,sim,60,60
19/10/2011,sim,60,60
20/10/2011,sim,64,64
21/10/2011,sim,28,28
22/10/2011,sim,40,40
23/10/2011,nao,0,0
24/10/2011,nao,0,0
25/10/2011,sim,44,44
26/10/2011,sim,76,76
27/10/2011,sim,56,56
28/10/2011,sim,64,64
29/10/2011,nao,0,0
30/10/2011,nao,0,0
31/10/2011,nao,0,0
01/11/2011,sim,52,52
02/11/2011,sim,120,120
03/11/2011,nao,0,0
04/11/2011,sim,160,160
05/11/2011,sim,112,112
06/11/2011,nao,0,0
07/11/2011,nao,0,0
08/11/2011,sim,88,88
09/11/2011,sim,132,132
10/11/2011,sim,72,72
11/11/2011,sim,60,60
12/11/2011,sim,40,40
13/11/2011,nao,0,0
14/11/2011,nao,0,0
15/11/2011,nao,0,0
16/11/2011,nao,0,0
17/11/2011,sim,52,52
18/11/2011,sim,64,64
19/11/2011,sim,36,36
20/11/2011,nao,0,0
21/11/2011,nao,0,0
22/11/2011,sim,48,48
23/11/2011,sim,64,64
24/11/2011,sim,56,56
25/11/2011,sim,32,32
26/11/2011,sim,52,52
27/11/2011,nao,0,0
28/11/2011,nao,0,0
29/11/2011,sim,36,36
30/11/2011,sim,48,48
01/12/2011,sim,84,84
02/12/2011,sim,56,56
03/12/2011,sim,32,32
04/12/2011,nao,0,0
05/12/2011,nao,0,0
06/12/2011,sim,44,44
07/12/2011,sim,72,72
08/12/2011,sim,56,56
09/12/2011,sim,64,64
