date,diario_existe,paginas,documentos
03/09/2014,sim,52,52
04/09/2014,sim,44,44
05/09/2014,sim,44,44
06/09/2014,sim,92,92
07/09/2014,nao,0,0
08/09/2014,nao,0,0
09/09/2014,sim,36,36
10/09/2014,sim,36,36
11/09/2014,sim,40,40
12/09/2014,sim,24,24
13/09/2014,sim,36,36
14/09/2014,nao,0,0
15/09/2014,nao,0,0
16/09/2014,sim,56,56
17/09/2014,sim,32,32
18/09/2014,sim,48,48
19/09/2014,sim,24,24
20/09/2014,sim,32,32
21/09/2014,nao,0,0
22/09/2014,nao,0,0
23/09/2014,sim,28,28
24/09/2014,sim,44,44
25/09/2014,sim,52,52
26/09/2014,sim,24,24
27/09/2014,sim,24,24
28/09/2014,nao,0,0
29/09/2014,nao,0,0
30/09/2014,sim,32,32
01/10/2014,sim,40,40
02/10/2014,sim,96,96
03/10/2014,sim,20,20
04/10/2014,sim,24,24
05/10/2014,nao,0,0
06/10/2014,nao,0,0
07/10/2014,sim,36,36
08/10/2014,sim,56,56
09/10/2014,sim,36,36
10/10/2014,sim,36,36
11/10/2014,sim,44,44
12/10/2014,nao,0,0
13/10/2014,nao,0,0
14/10/2014,sim,44,44
15/10/2014,sim,76,76
16/10/2014,sim,56,56
17/10/2014,sim,36,36
18/10/2014,sim,28,28
19/10/2014,nao,0,0
20/10/2014,nao,0,0
21/10/2014,sim,40,40
22/10/2014,sim,40,40
23/10/2014,sim,52,52
24/10/2014,sim,72,72
25/10/2014,sim,20,20
26/10/2014,nao,0,0
27/10/2014,nao,0,0
28/10/2014,sim,64,64
29/10/2014,sim,84,84
30/10/2014,sim,68,68
31/10/2014,sim,96,96
01/11/2014,nao,0,0
02/11/2014,nao,0,0
03/11/2014,nao,0,0
04/11/2014,sim,100,100
05/11/2014,sim,168,168
06/11/2014,sim,200,200
07/11/2014,sim,104,104
08/11/2014,sim,96,96
09/11/2014,nao,0,0
10/11/2014,nao,0,0
11/11/2014,sim,36,36
12/11/2014,sim,68,68
13/11/2014,sim,48,48
14/11/2014,sim,28,28
15/11/2014,sim,32,32
16/11/2014,nao,0,0
17/11/2014,nao,0,0
18/11/2014,sim,36,36
19/11/2014,sim,60,60
20/11/2014,sim,56,56
21/11/2014,nao,0,0
22/11/2014,nao,0,0
23/11/2014,nao,0,0
24/11/2014,nao,0,0
25/11/2014,sim,36,36
26/11/2014,sim,40,40
27/11/2014,sim,56,56
28/11/2014,sim,28,28
29/11/2014,sim,88,88
30/11/2014,nao,0,0
01/12/2014,nao,0,0
02/12/2014,sim,76,76
03/12/2014,sim,116,116
04/12/2014,sim,56,56
05/12/2014,sim,32,32
06/12/2014,sim,64,64
07/12/2014,nao,0,0
08/12/2014,nao,0,0
09/12/2014,sim,60,60
10/12/2014,sim,60,60
11/12/2014,sim,44,44
12/12/2014,sim,32,32
13/12/2014,sim,28,28
14/12/2014,nao,0,0
15/12/2014,nao,0,0
16/12/2014,sim,60,60
17/12/2014,sim,60,60
18/12/2014,sim,96,96
19/12/2014,sim,36,36
20/12/2014,sim,36,36
21/12/2014,nao,0,0
22/12/2014,nao,0,0
23/12/2014,sim,4,4
24/12/2014,sim,4,4
25/12/2014,nao,0,0
26/12/2014,nao,0,0
27/12/2014,nao,0,0
28/12/2014,nao,0,0
29/12/2014,nao,0,0
30/12/2014,sim,4,4
31/12/2014,nao,0,0
01/01/2015,nao,0,0
02/01/2015,nao,0,0
03/01/2015,nao,0,0
04/01/2015,nao,0,0
05/01/2015,nao,0,0
06/01/2015,sim,56,56
07/01/2015,sim,28,28
08/01/2015,sim,28,28
09/01/2015,sim,24,24
10/01/2015,sim,48,48
11/01/2015,nao,0,0
12/01/2015,nao,0,0
13/01/2015,sim,20,20
14/01/2015,sim,24,24
15/01/2015,sim,20,20
16/01/2015,sim,20,20
17/01/2015,sim,48,48
18/01/2015,nao,0,0
19/01/2015,nao,0,0
20/01/2015,sim,24,24
21/01/2015,sim,24,24
22/01/2015,sim,28,28
23/01/2015,sim,24,24
24/01/2015,sim,36,36
25/01/2015,nao,0,0
26/01/2015,nao,0,0
27/01/2015,sim,28,28
28/01/2015,sim,24,24
29/01/2015,sim,28,28
30/01/2015,sim,32,32
31/01/2015,sim,32,32
01/02/2015,nao,0,0
02/02/2015,nao,0,0
03/02/2015,sim,92,92
04/02/2015,sim,60,60
05/02/2015,sim,128,128
06/02/2015,sim,32,32
07/02/2015,sim,44,44
08/02/2015,nao,0,0
09/02/2015,nao,0,0
10/02/2015,sim,56,56
11/02/2015,sim,44,44
12/02/2015,sim,56,56
13/02/2015,sim,56,56
14/02/2015,sim,40,40
15/02/2015,nao,0,0
16/02/2015,nao,0,0
17/02/2015,nao,0,0
18/02/2015,nao,0,0
19/02/2015,nao,0,0
20/02/2015,sim,28,28
21/02/2015,sim,28,28
22/02/2015,nao,0,0
23/02/2015,nao,0,0
24/02/2015,sim,48,48
25/02/2015,sim,40,40
26/02/2015,sim,52,52
27/02/2015,sim,64,64
28/02/2015,sim,36,36
01/03/2015,nao,0,0
02/03/2015,nao,0,0
03/03/2015,sim,48,48
04/03/2015,sim,72,72
05/03/2015,sim,60,60
06/03/2015,sim,56,56
07/03/2015,sim,40,40
08/03/2015,nao,0,0
09/03/2015,nao,0,0
10/03/2015,sim,40,40
11/03/2015,sim,96,96
12/03/2015,sim,64,64
13/03/2015,sim,36,36
14/03/2015,sim,64,64
15/03/2015,nao,0,0
16/03/2015,nao,0,0
17/03/2015,sim,64,64
18/03/2015,sim,60,60
19/03/2015,sim,64,64
20/03/2015,sim,56,56
21/03/2015,sim,60,60
22/03/2015,nao,0,0
23/03/2015,nao,0,0
24/03/2015,sim,52,52
25/03/2015,sim,56,56
26/03/2015,sim,72,72
27/03/2015,sim,56,56
28/03/2015,sim,52,52
29/03/2015,nao,0,0
30/03/2015,nao,0,0
31/03/2015,sim,52,52
01/04/2015,sim,56,56
02/04/2015,sim,84,84
03/04/2015,nao,0,0
04/04/2015,nao,0,0
05/04/2015,nao,0,0
06/04/2015,nao,0,0
07/04/2015,sim,36,36
08/04/2015,sim,52,52
09/04/2015,sim,52,52
10/04/2015,sim,52,52
11/04/2015,sim,64,64
12/04/2015,nao,0,0
13/04/2015,nao,0,0
14/04/2015,sim,48,48
15/04/2015,sim,60,60
16/04/2015,sim,60,60
17/04/2015,sim,32,32
18/04/2015,sim,64,64
19/04/2015,nao,0,0
20/04/2015,nao,0,0
21/04/2015,nao,0,0
22/04/2015,nao,0,0
23/04/2015,sim,56,56
24/04/2015,sim,56,56
25/04/2015,sim,32,32
26/04/2015,nao,0,0
27/04/2015,nao,0,0
28/04/2015,sim,44,44
29/04/2015,sim,84,84
30/04/2015,sim,64,64
01/05/2015,sim,44,44
02/05/2015,nao,0,0
03/05/2015,nao,0,0
04/05/2015,nao,0,0
05/05/2015,sim,76,76
06/05/2015,sim,72,72
07/05/2015,sim,72,72
08/05/2015,sim,32,32
09/05/2015,sim,56,56
10/05/2015,nao,0,0
11/05/2015,nao,0,0
12/05/2015,sim,48,48
13/05/2015,sim,60,60
14/05/2015,sim,68,68
15/05/2015,sim,48,48
16/05/2015,sim,28,28
17/05/2015,nao,0,0
18/05/2015,nao,0,0
19/05/2015,sim,52,52
20/05/2015,sim,120,120
21/05/2015,sim,68,68
22/05/2015,sim,32,32
23/05/2015,sim,32,32
24/05/2015,nao,0,0
25/05/2015,nao,0,0
26/05/2015,sim,56,56
27/05/2015,sim,56,56
28/05/2015,sim,72,72
29/05/2015,sim,32,32
30/05/2015,sim,36,36
31/05/2015,nao,0,0
01/06/2015,nao,0,0
02/06/2015,sim,60,60
03/06/2015,sim,92,92
04/06/2015,sim,52,52
05/06/2015,nao,0,0
06/06/2015,nao,0,0
07/06/2015,nao,0,0
08/06/2015,nao,0,0
09/06/2015,sim,48,48
10/06/2015,sim,40,40
11/06/2015,sim,72,72
12/06/2015,sim,28,28
13/06/2015,sim,40,40
14/06/2015,nao,0,0
15/06/2015,nao,0,0
16/06/2015,sim,52,52
17/06/2015,sim,52,52
18/06/2015,sim,44,44
19/06/2015,sim,44,44
20/06/2015,sim,32,32
21/06/2015,nao,0,0
22/06/2015,nao,0,0
23/06/2015,sim,40,40
24/06/2015,sim,52,52
25/06/2015,sim,64,64
26/06/2015,sim,64,64
27/06/2015,sim,120,120
28/06/2015,nao,0,0
29/06/2015,nao,0,0
30/06/2015,sim,40,40
01/07/2015,sim,80,80
02/07/2015,sim,72,72
03/07/2015,sim,96,96
04/07/2015,sim,32,32
05/07/2015,nao,0,0
06/07/2015,nao,0,0
07/07/2015,sim,56,56
08/07/2015,sim,40,40
09/07/2015,sim,44,44
10/07/2015,nao,0,0
11/07/2015,nao,0,0
12/07/2015,nao,0,0
13/07/2015,nao,0,0
14/07/2015,sim,36,36
15/07/2015,sim,28,28
16/07/2015,sim,24,24
17/07/2015,sim,40,40
18/07/2015,sim,28,28
19/07/2015,nao,0,0
20/07/2015,nao,0,0
21/07/2015,sim,28,28
22/07/2015,sim,16,16
23/07/2015,sim,52,52
24/07/2015,sim,20,20
25/07/2015,sim,16,16
26/07/2015,nao,0,0
27/07/2015,nao,0,0
28/07/2015,sim,16,16
29/07/2015,sim,20,20
30/07/2015,sim,40,40
31/07/2015,sim,24,24
01/08/2015,sim,24,24
02/08/2015,nao,0,0
03/08/2015,nao,0,0
04/08/2015,sim,64,64
05/08/2015,sim,56,56
06/08/2015,sim,52,52
07/08/2015,sim,36,36
08/08/2015,sim,48,48
09/08/2015,nao,0,0
10/08/2015,nao,0,0
11/08/2015,sim,40,40
12/08/2015,sim,64,64
13/08/2015,sim,56,56
14/08/2015,sim,48,48
15/08/2015,sim,112,112
16/08/2015,nao,0,0
17/08/2015,nao,0,0
18/08/2015,sim,36,36
19/08/2015,sim,40,40
20/08/2015,sim,36,36
21/08/2015,sim,48,48
22/08/2015,sim,32,32
23/08/2015,nao,0,0
24/08/2015,nao,0,0
25/08/2015,sim,56,56
26/08/2015,sim,44,44
27/08/2015,sim,48,48
28/08/2015,sim,56,56
29/08/2015,sim,36,36
30/08/2015,nao,0,0
31/08/2015,nao,0,0
01/09/2015,sim,36,36
02/09/2015,sim,76,76
03/09/2015,sim,76,76
04/09/2015,sim,32,32
05/09/2015,sim,32,32
06/09/2015,nao,0,0
07/09/2015,nao,0,0
08/09/2015,nao,0,0
09/09/2015,sim,32,32
10/09/2015,sim,52,52
11/09/2015,sim,44,44
12/09/2015,sim,40,40
13/09/2015,nao,0,0
14/09/2015,nao,0,0
15/09/2015,sim,40,40
16/09/2015,sim,60,60
17/09/2015,sim,64,64
18/09/2015,sim,72,72
19/09/2015,sim,40,40
20/09/2015,nao,0,0
21/09/2015,nao,0,0
22/09/2015,sim,40,40
23/09/2015,sim,44,44
24/09/2015,sim,52,52
25/09/2015,sim,60,60
26/09/2015,sim,32,32
27/09/2015,nao,0,0
28/09/2015,nao,0,0
29/09/2015,sim,32,32
30/09/2015,sim,48,48
01/10/2015,sim,56,56
02/10/2015,sim,68,68
03/10/2015,sim,44,44
04/10/2015,nao,0,0
05/10/2015,nao,0,0
06/10/2015,sim,48,48
07/10/2015,sim,48,48
08/10/2015,sim,56,56
09/10/2015,sim,32,32
10/10/2015,sim,56,56
11/10/2015,nao,0,0
12/10/2015,nao,0,0
13/10/2015,nao,0,0
14/10/2015,sim,32,32
15/10/2015,sim,48,48
16/10/2015,sim,36,36
17/10/2015,sim,44,44
18/10/2015,nao,0,0
19/10/2015,nao,0,0
20/10/2015,sim,40,40
21/10/2015,sim,36,36
22/10/2015,sim,44,44
23/10/2015,sim,56,56
24/10/2015,sim,48,48
25/10/2015,nao,0,0
26/10/2015,nao,0,0
27/10/2015,sim,32,32
28/10/2015,sim,60,60
29/10/2015,sim,48,48
30/10/2015,sim,52,52
31/10/2015,nao,0,0
01/11/2015,nao,0,0
02/11/2015,nao,0,0
03/11/2015,nao,0,0
04/11/2015,sim,128,128
05/11/2015,sim,152,152
06/11/2015,sim,104,104
07/11/2015,sim,116,116
08/11/2015,nao,0,0
09/11/2015,nao,0,0
10/11/2015,sim,72,72
11/11/2015,sim,172,172
12/11/2015,sim,88,88
13/11/2015,sim,36,36
14/11/2015,sim,32,32
15/11/2015,nao,0,0
16/11/2015,nao,0,0
17/11/2015,sim,40,40
18/11/2015,sim,48,48
19/11/2015,sim,144,144
20/11/2015,sim,36,36
21/11/2015,nao,0,0
22/11/2015,nao,0,0
23/11/2015,nao,0,0
24/11/2015,sim,40,40
25/11/2015,sim,40,40
26/11/2015,sim,52,52
27/11/2015,sim,64,64
28/11/2015,sim,64,64
29/11/2015,nao,0,0
30/11/2015,nao,0,0
01/12/2015,sim,36,36
02/12/2015,sim,68,68
03/12/2015,sim,96,96
04/12/2015,sim,64,64
05/12/2015,sim,32,32
06/12/2015,nao,0,0
07/12/2015,nao,0,0
08/12/2015,sim,36,36
09/12/2015,sim,52,52
10/12/2015,sim,44,44
11/12/2015,sim,56,56
12/12/2015,sim,36,36
13/12/2015,nao,0,0
14/12/2015,nao,0,0
15/12/2015,sim,104,104
16/12/2015,sim,96,96
17/12/2015,sim,288,288
18/12/2015,sim,36,36
19/12/2015,sim,24,24
20/12/2015,nao,0,0
21/12/2015,nao,0,0
22/12/2015,sim,16,16
23/12/2015,sim,16,16
24/12/2015,nao,0,0
25/12/2015,nao,0,0
26/12/2015,nao,0,0
27/12/2015,nao,0,0
28/12/2015,nao,0,0
29/12/2015,sim,12,12
30/12/2015,nao,0,0
31/12/2015,sim,4,4
01/01/2016,nao,0,0
02/01/2016,nao,0,0
03/01/2016,nao,0,0
04/01/2016,nao,0,0
05/01/2016,sim,40,40
06/01/2016,sim,36,36
07/01/2016,sim,28,28
08/01/2016,sim,20,20
09/01/2016,sim,20,20
10/01/2016,nao,0,0
11/01/2016,nao,0,0
12/01/2016,sim,12,12
13/01/2016,sim,20,20
14/01/2016,sim,24,24
15/01/2016,sim,20,20
16/01/2016,sim,20,20
17/01/2016,nao,0,0
18/01/2016,nao,0,0
19/01/2016,sim,24,24
20/01/2016,sim,32,32
21/01/2016,sim,16,16
22/01/2016,sim,28,28
23/01/2016,sim,16,16
24/01/2016,nao,0,0
25/01/2016,nao,0,0
26/01/2016,nao,0,0
27/01/2016,sim,24,24
28/01/2016,sim,28,28
29/01/2016,sim,28,28
30/01/2016,sim,28,28
31/01/2016,nao,0,0
01/02/2016,nao,0,0
02/02/2016,sim,36,36
03/02/2016,sim,52,52
04/02/2016,sim,44,44
05/02/2016,sim,40,40
06/02/2016,sim,32,32
07/02/2016,nao,0,0
08/02/2016,nao,0,0
09/02/2016,nao,0,0
10/02/2016,nao,0,0
11/02/2016,sim,8,8
12/02/2016,sim,36,36
13/02/2016,sim,28,28
14/02/2016,nao,0,0
15/02/2016,nao,0,0
16/02/2016,sim,36,36
17/02/2016,sim,32,32
18/02/2016,sim,52,52
19/02/2016,sim,36,36
20/02/2016,sim,32,32
21/02/2016,nao,0,0
22/02/2016,nao,0,0
23/02/2016,sim,32,32
24/02/2016,sim,52,52
25/02/2016,sim,48,48
26/02/2016,sim,48,48
27/02/2016,sim,40,40
28/02/2016,nao,0,0
29/02/2016,nao,0,0
01/03/2016,sim,72,72
02/03/2016,sim,56,56
03/03/2016,sim,88,88
04/03/2016,sim,40,40
05/03/2016,sim,28,28
06/03/2016,nao,0,0
07/03/2016,nao,0,0
08/03/2016,sim,56,56
09/03/2016,sim,44,44
10/03/2016,sim,56,56
11/03/2016,sim,28,28
12/03/2016,sim,28,28
13/03/2016,nao,0,0
14/03/2016,nao,0,0
15/03/2016,sim,40,40
16/03/2016,sim,44,44
17/03/2016,sim,68,68
18/03/2016,sim,48,48
19/03/2016,sim,32,32
20/03/2016,nao,0,0
21/03/2016,nao,0,0
22/03/2016,sim,48,48
23/03/2016,sim,60,60
24/03/2016,sim,44,44
25/03/2016,nao,0,0
26/03/2016,nao,0,0
27/03/2016,nao,0,0
28/03/2016,nao,0,0
29/03/2016,sim,44,44
30/03/2016,sim,48,48
31/03/2016,sim,56,56
01/04/2016,sim,36,36
02/04/2016,sim,64,64
03/04/2016,nao,0,0
04/04/2016,nao,0,0
05/04/2016,sim,40,40
06/04/2016,sim,36,36
07/04/2016,sim,72,72
08/04/2016,sim,28,28
09/04/2016,sim,32,32
10/04/2016,nao,0,0
11/04/2016,nao,0,0
12/04/2016,sim,36,36
13/04/2016,sim,40,40
14/04/2016,sim,52,52
15/04/2016,sim,40,40
16/04/2016,sim,32,32
17/04/2016,nao,0,0
18/04/2016,nao,0,0
19/04/2016,sim,44,44
20/04/2016,sim,40,40
21/04/2016,sim,40,40
22/04/2016,nao,0,0
23/04/2016,nao,0,0
24/04/2016,nao,0,0
25/04/2016,nao,0,0
26/04/2016,sim,60,60
27/04/2016,sim,44,44
28/04/2016,sim,100,100
29/04/2016,sim,36,36
30/04/2016,sim,68,68
01/05/2016,nao,0,0
02/05/2016,nao,0,0
03/05/2016,sim,28,28
04/05/2016,sim,92,92
05/05/2016,sim,36,36
06/05/2016,sim,40,40
07/05/2016,sim,28,28
08/05/2016,nao,0,0
09/05/2016,nao,0,0
10/05/2016,sim,36,36
11/05/2016,sim,32,32
12/05/2016,sim,44,44
13/05/2016,sim,88,88
14/05/2016,sim,36,36
15/05/2016,nao,0,0
16/05/2016,nao,0,0
17/05/2016,sim,36,36
18/05/2016,sim,48,48
19/05/2016,sim,40,40
20/05/2016,sim,32,32
21/05/2016,sim,32,32
22/05/2016,nao,0,0
23/05/2016,nao,0,0
24/05/2016,sim,48,48
25/05/2016,sim,60,60
26/05/2016,sim,60,60
27/05/2016,nao,0,0
28/05/2016,nao,0,0
29/05/2016,nao,0,0
30/05/2016,nao,0,0
31/05/2016,sim,32,32
01/06/2016,sim,40,40
02/06/2016,sim,120,120
03/06/2016,sim,40,40
04/06/2016,sim,36,36
05/06/2016,nao,0,0
06/06/2016,nao,0,0
07/06/2016,sim,36,36
08/06/2016,sim,32,32
09/06/2016,sim,60,60
10/06/2016,sim,48,48
11/06/2016,sim,32,32
12/06/2016,nao,0,0
13/06/2016,nao,0,0
14/06/2016,sim,28,28
15/06/2016,sim,48,48
16/06/2016,sim,60,60
17/06/2016,sim,32,32
18/06/2016,sim,40,40
19/06/2016,nao,0,0
20/06/2016,nao,0,0
21/06/2016,sim,36,36
22/06/2016,sim,56,56
23/06/2016,sim,44,44
24/06/2016,sim,36,36
25/06/2016,sim,28,28
26/06/2016,nao,0,0
27/06/2016,nao,0,0
28/06/2016,sim,52,52
29/06/2016,sim,40,40
30/06/2016,sim,96,96
01/07/2016,sim,44,44
02/07/2016,sim,92,92
03/07/2016,nao,0,0
04/07/2016,nao,0,0
05/07/2016,sim,24,24
06/07/2016,sim,112,112
07/07/2016,sim,44,44
08/07/2016,sim,24,24
09/07/2016,sim,20,20
10/07/2016,nao,0,0
11/07/2016,nao,0,0
12/07/2016,sim,20,20
13/07/2016,sim,24,24
14/07/2016,sim,36,36
15/07/2016,sim,16,16
16/07/2016,sim,20,20
17/07/2016,nao,0,0
18/07/2016,nao,0,0
19/07/2016,sim,20,20
20/07/2016,sim,28,28
21/07/2016,sim,52,52
22/07/2016,sim,28,28
23/07/2016,sim,20,20
24/07/2016,nao,0,0
25/07/2016,nao,0,0
26/07/2016,sim,24,24
27/07/2016,sim,24,24
28/07/2016,sim,40,40
29/07/2016,sim,24,24
30/07/2016,sim,20,20
31/07/2016,nao,0,0
01/08/2016,nao,0,0
02/08/2016,sim,64,64
03/08/2016,sim,36,36
04/08/2016,sim,72,72
05/08/2016,sim,40,40
06/08/2016,sim,48,48
07/08/2016,nao,0,0
08/08/2016,nao,0,0
09/08/2016,sim,32,32
10/08/2016,sim,40,40
11/08/2016,sim,40,40
12/08/2016,sim,36,36
13/08/2016,sim,68,68
14/08/2016,nao,0,0
15/08/2016,nao,0,0
16/08/2016,sim,48,48
17/08/2016,sim,36,36
18/08/2016,sim,52,52
19/08/2016,sim,36,36
20/08/2016,sim,24,24
21/08/2016,nao,0,0
22/08/2016,nao,0,0
23/08/2016,sim,28,28
24/08/2016,sim,36,36
25/08/2016,sim,52,52
26/08/2016,sim,32,32
27/08/2016,sim,28,28
28/08/2016,nao,0,0
29/08/2016,nao,0,0
30/08/2016,sim,28,28
31/08/2016,sim,28,28
01/09/2016,sim,56,56
02/09/2016,sim,28,28
03/09/2016,sim,48,48
04/09/2016,sim,24,24
05/09/2016,nao,0,0
06/09/2016,sim,88,88
07/09/2016,sim,72,72
08/09/2016,nao,0,0
09/09/2016,sim,56,56
10/09/2016,sim,20,20
11/09/2016,nao,0,0
12/09/2016,nao,0,0
13/09/2016,sim,36,36
14/09/2016,sim,32,32
15/09/2016,sim,44,44
16/09/2016,sim,44,44
17/09/2016,nao,0,0
18/09/2016,nao,0,0
19/09/2016,nao,0,0
20/09/2016,sim,24,24
21/09/2016,sim,28,28
22/09/2016,sim,64,64
23/09/2016,sim,24,24
24/09/2016,sim,20,20
25/09/2016,nao,0,0
26/09/2016,nao,0,0
27/09/2016,sim,24,24
28/09/2016,sim,28,28
29/09/2016,sim,48,48
30/09/2016,sim,32,32
01/10/2016,sim,48,48
02/10/2016,nao,0,0
03/10/2016,nao,0,0
04/10/2016,sim,32,32
05/10/2016,sim,48,48
06/10/2016,sim,40,40
07/10/2016,sim,80,80
08/10/2016,sim,16,16
09/10/2016,nao,0,0
10/10/2016,nao,0,0
11/10/2016,sim,24,24
12/10/2016,sim,40,40
13/10/2016,nao,0,0
14/10/2016,sim,28,28
15/10/2016,sim,56,56
16/10/2016,nao,0,0
17/10/2016,nao,0,0
18/10/2016,sim,32,32
19/10/2016,sim,36,36
20/10/2016,sim,44,44
21/10/2016,sim,40,40
22/10/2016,sim,28,28
23/10/2016,nao,0,0
24/10/2016,nao,0,0
25/10/2016,sim,32,32
26/10/2016,sim,48,48
27/10/2016,sim,60,60
28/10/2016,sim,44,44
29/10/2016,nao,0,0
30/10/2016,nao,0,0
31/10/2016,nao,0,0
01/11/2016,sim,44,44
02/11/2016,sim,80,80
03/11/2016,nao,0,0
04/11/2016,sim,84,84
05/11/2016,sim,56,56
06/11/2016,nao,0,0
07/11/2016,nao,0,0
08/11/2016,sim,92,92
09/11/2016,sim,160,160
10/11/2016,sim,572,572
11/11/2016,sim,68,68
12/11/2016,sim,80,80
13/11/2016,nao,0,0
14/11/2016,nao,0,0
15/11/2016,nao,0,0
16/11/2016,nao,0,0
17/11/2016,sim,36,36
18/11/2016,sim,44,44
19/11/2016,sim,32,32
20/11/2016,nao,0,0
21/11/2016,nao,0,0
22/11/2016,sim,32,32
23/11/2016,sim,56,56
24/11/2016,sim,40,40
25/11/2016,sim,72,72
26/11/2016,sim,28,28
27/11/2016,nao,0,0
28/11/2016,nao,0,0
29/11/2016,sim,32,32
30/11/2016,sim,48,48
01/12/2016,sim,44,44
02/12/2016,sim,80,80
03/12/2016,sim,84,84
04/12/2016,nao,0,0
05/12/2016,nao,0,0
06/12/2016,sim,44,44
07/12/2016,sim,28,28
08/12/2016,sim,64,64
09/12/2016,sim,32,32
10/12/2016,sim,40,40
11/12/2016,nao,0,0
12/12/2016,nao,0,0
13/12/2016,sim,44,44
14/12/2016,sim,72,72
15/12/2016,sim,56,56
16/12/2016,nao,0,0
17/12/2016,sim,28,28
18/12/2016,nao,0,0
19/12/2016,nao,0,0
20/12/2016,sim,56,56
21/12/2016,sim,112,112
22/12/2016,sim,44,44
23/12/2016,sim,20,20
24/12/2016,sim,8,8
25/12/2016,nao,0,0
26/12/2016,nao,0,0
27/12/2016,sim,4,4
28/12/2016,nao,0,0
29/12/2016,nao,0,0
30/12/2016,sim,4,4
31/12/2016,sim,4,4
01/01/2017,nao,0,0
02/01/2017,nao,0,0
03/01/2017,sim,12,12
04/01/2017,sim,12,12
05/01/2017,sim,28,28
06/01/2017,sim,8,8
07/01/2017,sim,4,4
08/01/2017,nao,0,0
09/01/2017,nao,0,0
10/01/2017,sim,20,20
11/01/2017,sim,76,76
12/01/2017,sim,32,32
13/01/2017,sim,24,24
14/01/2017,sim,12,12
15/01/2017,nao,0,0
16/01/2017,nao,0,0
17/01/2017,sim,16,16
18/01/2017,sim,20,20
19/01/2017,sim,24,24
20/01/2017,sim,20,20
21/01/2017,sim,24,24
22/01/2017,nao,0,0
23/01/2017,nao,0,0
24/01/2017,sim,24,24
25/01/2017,sim,52,52
26/01/2017,nao,0,0
27/01/2017,sim,28,28
28/01/2017,sim,12,12
29/01/2017,nao,0,0
30/01/2017,nao,0,0
31/01/2017,sim,24,24
01/02/2017,sim,28,28
02/02/2017,sim,80,80
03/02/2017,sim,28,28
04/02/2017,sim,24,24
05/02/2017,nao,0,0
06/02/2017,nao,0,0
07/02/2017,sim,24,24
08/02/2017,sim,64,64
09/02/2017,sim,68,68
10/02/2017,sim,32,32
11/02/2017,sim,36,36
12/02/2017,nao,0,0
13/02/2017,nao,0,0
14/02/2017,sim,36,36
15/02/2017,sim,36,36
16/02/2017,sim,48,48
17/02/2017,sim,52,52
18/02/2017,sim,36,36
19/02/2017,nao,0,0
20/02/2017,nao,0,0
21/02/2017,sim,48,48
22/02/2017,sim,64,64
23/02/2017,sim,56,56
24/02/2017,sim,96,96
25/02/2017,sim,100,100
26/02/2017,nao,0,0
27/02/2017,nao,0,0
28/02/2017,nao,0,0
01/03/2017,nao,0,0
02/03/2017,sim,44,44
03/03/2017,sim,36,36
04/03/2017,sim,44,44
05/03/2017,nao,0,0
06/03/2017,nao,0,0
07/03/2017,sim,28,28
08/03/2017,sim,72,72
09/03/2017,sim,44,44
10/03/2017,sim,60,60
11/03/2017,sim,28,28
12/03/2017,nao,0,0
13/03/2017,nao,0,0
14/03/2017,sim,36,36
15/03/2017,sim,48,48
16/03/2017,sim,56,56
17/03/2017,sim,40,40
18/03/2017,sim,56,56
19/03/2017,nao,0,0
20/03/2017,nao,0,0
21/03/2017,sim,80,80
22/03/2017,sim,80,80
23/03/2017,sim,64,64
24/03/2017,sim,36,36
25/03/2017,sim,40,40
26/03/2017,nao,0,0
27/03/2017,nao,0,0
28/03/2017,sim,40,40
29/03/2017,sim,48,48
30/03/2017,sim,56,56
31/03/2017,sim,40,40
01/04/2017,sim,28,28
02/04/2017,nao,0,0
03/04/2017,nao,0,0
04/04/2017,sim,72,72
05/04/2017,sim,60,60
06/04/2017,sim,72,72
07/04/2017,sim,44,44
08/04/2017,sim,24,24
09/04/2017,nao,0,0
10/04/2017,nao,0,0
11/04/2017,sim,40,40
12/04/2017,sim,60,60
13/04/2017,sim,72,72
14/04/2017,sim,16,16
15/04/2017,nao,0,0
16/04/2017,nao,0,0
17/04/2017,nao,0,0
18/04/2017,sim,36,36
19/04/2017,sim,44,44
20/04/2017,sim,64,64
21/04/2017,sim,40,40
22/04/2017,nao,0,0
23/04/2017,nao,0,0
24/04/2017,nao,0,0
25/04/2017,sim,48,48
26/04/2017,sim,40,40
27/04/2017,sim,132,132
28/04/2017,sim,40,40
29/04/2017,sim,100,100
30/04/2017,nao,0,0
01/05/2017,nao,0,0
02/05/2017,nao,0,0
03/05/2017,sim,76,76
04/05/2017,sim,144,144
05/05/2017,sim,36,36
06/05/2017,sim,24,24
07/05/2017,nao,0,0
08/05/2017,nao,0,0
09/05/2017,sim,44,44
10/05/2017,sim,64,64
11/05/2017,sim,56,56
12/05/2017,sim,40,40
13/05/2017,sim,56,56
14/05/2017,nao,0,0
15/05/2017,nao,0,0
16/05/2017,sim,36,36
17/05/2017,sim,56,56
18/05/2017,sim,68,68
19/05/2017,sim,36,36
20/05/2017,sim,32,32
21/05/2017,nao,0,0
22/05/2017,nao,0,0
23/05/2017,sim,36,36
24/05/2017,sim,81,96
25/05/2017,sim,72,72
26/05/2017,sim,52,52
27/05/2017,sim,48,48
